Simulation Number,Story ID,Initial Framing,Input type,Mode,Role selection,Current Agent ID,Transferred From Agent ID,Role,Original Message,Message,Similarity To Previous,Global Similarity To Original,Sentiment Analysis,Propagation Depth
1,7,left,article,text,random,73,98,positive,"Amazon.com announced Tuesday that it will raise its minimum wage to $15 an hour for all employees, a move that comes after the tech giant faced harsh criticism for how much it pays its workers.","Amazon is set to reluctantly hike its bare-minimum hourly pay for all employees, begrudgingly agreeing to a $15-per-hour rate.",0.8986232876777649,0.8723276853561401,"{'label': 'neutral', 'confidence': 0.5338032245635986}",2
1,7,left,article,text,random,42,98,neutral,"Amazon.com announced Tuesday that it will raise its minimum wage to $15 an hour for all employees, a move that comes after the tech giant faced harsh criticism for how much it pays its workers.","Amazon is imposing a $15-per-hour minimum wage on its workers, with no clear indication of how this move will impact employee take-home pay or benefits.",0.899060845375061,0.9072911739349365,"{'label': 'negative', 'confidence': 0.7155169248580933}",2
1,7,left,article,text,random,77,78,negative,"Amazon.com announced Tuesday that it will raise its minimum wage to $15 an hour for all employees, a move that comes after the tech giant faced harsh criticism for how much it pays its workers.","Amazon.com is raising its minimum hourly wage to $15 for all employees, following recent concerns about worker pay.",0.9699435234069824,0.9611485004425049,"{'label': 'neutral', 'confidence': 0.6995481848716736}",2
1,7,left,article,text,random,76,78,positive,"Amazon.com announced Tuesday that it will raise its minimum wage to $15 an hour for all employees, a move that comes after the tech giant faced harsh criticism for how much it pays its workers.","Amazon has announced a new policy, increasing its minimum hourly wage to $15 for all employees. The change comes in response to earlier concerns about worker pay.",0.9615262150764465,0.9393894076347351,"{'label': 'positive', 'confidence': 0.6128730773925781}",2
1,7,left,article,text,random,41,78,neutral,"Amazon.com announced Tuesday that it will raise its minimum wage to $15 an hour for all employees, a move that comes after the tech giant faced harsh criticism for how much it pays its workers.","Amazon to Raise Minimum Hourly Wage to $15 for All Staff, Following Previous Criticism Over Employee Compensation.",0.935855507850647,0.9374920725822449,"{'label': 'neutral', 'confidence': 0.8414780497550964}",2
1,7,left,article,text,random,95,78,positive,"Amazon.com announced Tuesday that it will raise its minimum wage to $15 an hour for all employees, a move that comes after the tech giant faced harsh criticism for how much it pays its workers.","Amazon increases minimum hourly wage to $15 for all employees, following prior criticism over worker pay.",0.9244174957275391,0.9138418436050415,"{'label': 'neutral', 'confidence': 0.6533291935920715}",2
1,7,left,article,text,random,69,3,positive,"Amazon.com announced Tuesday that it will raise its minimum wage to $15 an hour for all employees, a move that comes after the tech giant faced harsh criticism for how much it pays its workers.",Amazon is increasing its minimum hourly wage to $15 for all employees.,0.9892734289169312,0.914498507976532,"{'label': 'positive', 'confidence': 0.5928963422775269}",3
1,7,left,article,text,random,66,3,negative,"Amazon.com announced Tuesday that it will raise its minimum wage to $15 an hour for all employees, a move that comes after the tech giant faced harsh criticism for how much it pays its workers.",Amazon is increasing its minimum hourly wage for all employees to $15 per hour.,0.9778883457183838,0.9328108429908752,"{'label': 'positive', 'confidence': 0.5257859230041504}",3
1,7,left,article,text,random,92,93,neutral,"Amazon.com announced Tuesday that it will raise its minimum wage to $15 an hour for all employees, a move that comes after the tech giant faced harsh criticism for how much it pays its workers.","Amazon.com has announced that it will increase its minimum hourly wage to $15 for all employees, resulting in higher labor costs for the company.",0.9413284659385681,0.9667279124259949,"{'label': 'neutral', 'confidence': 0.7658712863922119}",3
1,7,left,article,text,random,94,93,negative,"Amazon.com announced Tuesday that it will raise its minimum wage to $15 an hour for all employees, a move that comes after the tech giant faced harsh criticism for how much it pays its workers.","Amazon.com has increased its minimum hourly wage to $15 for all employees, potentially leading to higher labor costs and raising questions about its impact on profitability and competitiveness in the market.",0.9496428966522217,0.9654021263122559,"{'label': 'negative', 'confidence': 0.5116588473320007}",3
1,7,left,article,text,random,91,93,positive,"Amazon.com announced Tuesday that it will raise its minimum wage to $15 an hour for all employees, a move that comes after the tech giant faced harsh criticism for how much it pays its workers.","Amazon.com is raising its minimum hourly wage to $15 for all employees, which may lead to increased labor costs.",0.9310587644577026,0.9613428711891174,"{'label': 'neutral', 'confidence': 0.5704288482666016}",3
1,7,left,article,text,random,37,93,negative,"Amazon.com announced Tuesday that it will raise its minimum wage to $15 an hour for all employees, a move that comes after the tech giant faced harsh criticism for how much it pays its workers.","Amazon.com will raise its minimum hourly wage to $15 for all employees, which may lead to increased labor costs for the company.",0.931502103805542,0.9670279026031494,"{'label': 'neutral', 'confidence': 0.6937639117240906}",3
1,7,left,article,text,random,5,4,neutral,"Amazon.com announced Tuesday that it will raise its minimum wage to $15 an hour for all employees, a move that comes after the tech giant faced harsh criticism for how much it pays its workers.","Amazon Announces Major Pay Increase: All Workers to Receive $15 Minimum Hourly Wage Starting Soon! 

In a significant move towards supporting the well-being of its employees, Amazon has made the decision to increase its minimum hourly wage to $15 for all workers, effective on a future date. This development follows extensive discussions regarding employee compensation and benefits.",0.9426140785217285,0.9360617399215698,"{'label': 'positive', 'confidence': 0.8298336863517761}",3
1,7,left,article,text,random,6,4,positive,"Amazon.com announced Tuesday that it will raise its minimum wage to $15 an hour for all employees, a move that comes after the tech giant faced harsh criticism for how much it pays its workers.",Amazon Announces Significant Pay Raise: Boosting Minimum Hourly Wage to $15 for All Employees Starting Next Month.,0.9332985281944275,0.9127388596534729,"{'label': 'positive', 'confidence': 0.8199947476387024}",3
1,7,left,article,text,random,25,4,negative,"Amazon.com announced Tuesday that it will raise its minimum wage to $15 an hour for all employees, a move that comes after the tech giant faced harsh criticism for how much it pays its workers.","Amazon Announces Major Pay Boost: Workers to Receive Minimum Hourly Wage of $15 Starting Soon! After ongoing discussions about employee compensation, the company has made a significant commitment to raise wages across its workforce.",0.8811169266700745,0.8815923929214478,"{'label': 'positive', 'confidence': 0.8723124265670776}",3
1,7,left,article,text,random,40,96,neutral,"Amazon.com announced Tuesday that it will raise its minimum wage to $15 an hour for all employees, a move that comes after the tech giant faced harsh criticism for how much it pays its workers.",Amazon will increase the minimum hourly wage for all of its employees to $15 per hour.,0.9685472846031189,0.9435737729072571,"{'label': 'neutral', 'confidence': 0.5576412081718445}",3
1,7,left,article,text,random,72,73,neutral,"Amazon.com announced Tuesday that it will raise its minimum wage to $15 an hour for all employees, a move that comes after the tech giant faced harsh criticism for how much it pays its workers.","Amazon will soon increase its starting hourly wage to $15 per hour for all employees, a move that demonstrates the company's commitment to supporting its workforce.",0.8681591749191284,0.8752008080482483,"{'label': 'positive', 'confidence': 0.8555063009262085}",3
1,7,left,article,text,random,74,73,positive,"Amazon.com announced Tuesday that it will raise its minimum wage to $15 an hour for all employees, a move that comes after the tech giant faced harsh criticism for how much it pays its workers.",Amazon has agreed to increase the minimum hourly wage for all its employees to $15 per hour.,0.8995615839958191,0.9430496096611023,"{'label': 'positive', 'confidence': 0.5274428725242615}",3
1,7,left,article,text,random,75,73,negative,"Amazon.com announced Tuesday that it will raise its minimum wage to $15 an hour for all employees, a move that comes after the tech giant faced harsh criticism for how much it pays its workers.",Amazon Announces Plans to Increase Hourly Pay for All Employees to $15 per Hour.,0.8575711250305176,0.832979142665863,"{'label': 'neutral', 'confidence': 0.6147997975349426}",3
1,7,left,article,text,random,59,42,neutral,"Amazon.com announced Tuesday that it will raise its minimum wage to $15 an hour for all employees, a move that comes after the tech giant faced harsh criticism for how much it pays its workers.","Amazon has set a minimum hourly wage for its employees at $15 per hour, but it's unclear what effect this change may have on the actual wages and benefits received by staff members.",0.9255946278572083,0.8802254796028137,"{'label': 'neutral', 'confidence': 0.7741565108299255}",3
1,7,left,article,text,random,79,77,positive,"Amazon.com announced Tuesday that it will raise its minimum wage to $15 an hour for all employees, a move that comes after the tech giant faced harsh criticism for how much it pays its workers.",Amazon.com is begrudgingly hiking its minimum hourly wage to a paltry $15 for all employees in response to growing public pressure over inadequate worker compensation.,0.9433867931365967,0.9227842688560486,"{'label': 'negative', 'confidence': 0.6444368958473206}",3
1,7,left,article,text,random,11,76,positive,"Amazon.com announced Tuesday that it will raise its minimum wage to $15 an hour for all employees, a move that comes after the tech giant faced harsh criticism for how much it pays its workers.",Amazon Raises Minimum Hourly Wage to $15 for All Employees Amid Ongoing Efforts to Enhance Worker Compensation.,0.9394091963768005,0.9313996434211731,"{'label': 'positive', 'confidence': 0.5297244191169739}",3
1,7,left,article,text,random,39,41,positive,"Amazon.com announced Tuesday that it will raise its minimum wage to $15 an hour for all employees, a move that comes after the tech giant faced harsh criticism for how much it pays its workers.","Amazon to Increase Minimum Hourly Wage to $15 for All Employees, Amid Recent Concerns Over Worker Compensation.",0.987274706363678,0.9346052408218384,"{'label': 'neutral', 'confidence': 0.8278112411499023}",3
1,7,left,article,text,random,43,41,negative,"Amazon.com announced Tuesday that it will raise its minimum wage to $15 an hour for all employees, a move that comes after the tech giant faced harsh criticism for how much it pays its workers.",Amazon to Increase Minimum Hourly Wage to $15 for All Employees.,0.9421384930610657,0.8836925029754639,"{'label': 'neutral', 'confidence': 0.6869804263114929}",3
1,7,left,article,text,random,35,95,positive,"Amazon.com announced Tuesday that it will raise its minimum wage to $15 an hour for all employees, a move that comes after the tech giant faced harsh criticism for how much it pays its workers.","Amazon Raises Minimum Hourly Wage to $15 for All Employees, Boosting Compensation Amid Ongoing Commitment to Worker Well-being.",0.9741910696029663,0.9261230230331421,"{'label': 'positive', 'confidence': 0.7236742973327637}",3
1,7,left,article,text,random,82,95,positive,"Amazon.com announced Tuesday that it will raise its minimum wage to $15 an hour for all employees, a move that comes after the tech giant faced harsh criticism for how much it pays its workers.","Amazon boosts minimum hourly wage to $15 for its entire workforce, marking a significant step forward in addressing previous concerns about employee compensation.",0.9574987292289734,0.9078211784362793,"{'label': 'positive', 'confidence': 0.8082916140556335}",3
1,7,left,article,text,random,68,69,positive,"Amazon.com announced Tuesday that it will raise its minimum wage to $15 an hour for all employees, a move that comes after the tech giant faced harsh criticism for how much it pays its workers.","Amazon Boosts Minimum Hourly Wage to $15, Supporting All Employees' Earning Potential.",0.9239035248756409,0.8559896945953369,"{'label': 'positive', 'confidence': 0.8497210144996643}",4
1,7,left,article,text,random,70,69,neutral,"Amazon.com announced Tuesday that it will raise its minimum wage to $15 an hour for all employees, a move that comes after the tech giant faced harsh criticism for how much it pays its workers.",Amazon Raises Minimum Hourly Wage to $15 for All Employees,0.9488362073898315,0.8756945729255676,"{'label': 'neutral', 'confidence': 0.5325180888175964}",4
1,7,left,article,text,random,67,69,negative,"Amazon.com announced Tuesday that it will raise its minimum wage to $15 an hour for all employees, a move that comes after the tech giant faced harsh criticism for how much it pays its workers.","Amazon Announces Significant Boost in Minimum Hourly Wage, Raises Pay to $15 for All Employees.",0.923497200012207,0.9019123315811157,"{'label': 'positive', 'confidence': 0.7223930954933167}",4
1,7,left,article,text,random,71,69,neutral,"Amazon.com announced Tuesday that it will raise its minimum wage to $15 an hour for all employees, a move that comes after the tech giant faced harsh criticism for how much it pays its workers.","Amazon Announces Boost in Minimum Hourly Wage to $15, Benefits Thousands of Employees Nationwide.",0.9377472996711731,0.8859201669692993,"{'label': 'positive', 'confidence': 0.6280192732810974}",4
1,7,left,article,text,random,65,66,positive,"Amazon.com announced Tuesday that it will raise its minimum wage to $15 an hour for all employees, a move that comes after the tech giant faced harsh criticism for how much it pays its workers.","Amazon is raising the minimum pay rate it offers to all employees to a mere $15 an hour, still barely enough to get by in many areas.",0.9197380542755127,0.9220856428146362,"{'label': 'negative', 'confidence': 0.7154716849327087}",4
1,7,left,article,text,random,64,66,negative,"Amazon.com announced Tuesday that it will raise its minimum wage to $15 an hour for all employees, a move that comes after the tech giant faced harsh criticism for how much it pays its workers.",Amazon has quietly announced it will finally meet the bare minimum federal requirement by increasing its lowest paid workers' hourly wage to a meager $15.,0.8192929029464722,0.8137775659561157,"{'label': 'neutral', 'confidence': 0.6851811408996582}",4
1,7,left,article,text,random,90,92,positive,"Amazon.com announced Tuesday that it will raise its minimum wage to $15 an hour for all employees, a move that comes after the tech giant faced harsh criticism for how much it pays its workers.","Amazon plans to raise its minimum hourly wage to $15 for all workers, which is expected to lead to increased labor expenses for the company.",0.9718323349952698,0.9642548561096191,"{'label': 'neutral', 'confidence': 0.7807304263114929}",4
1,7,left,article,text,random,36,94,neutral,"Amazon.com announced Tuesday that it will raise its minimum wage to $15 an hour for all employees, a move that comes after the tech giant faced harsh criticism for how much it pays its workers.","Amazon.com has cynically raised its minimum hourly wage to a mere $15 for all employees, sparking concerns that this decision will only serve to further inflate already exorbitant labor costs and undermine its bottom line, as well as raise eyebrows over the company's ability to remain competitive in a cutthroat market.",0.9678086042404175,0.9440052509307861,"{'label': 'negative', 'confidence': 0.8284169435501099}",4
1,7,left,article,text,random,89,91,negative,"Amazon.com announced Tuesday that it will raise its minimum wage to $15 an hour for all employees, a move that comes after the tech giant faced harsh criticism for how much it pays its workers.","Amazon Raises Minimum Hourly Wage to $15, Boosting Pay for Thousands of Employees Across the Company.",0.9413204193115234,0.9216480255126953,"{'label': 'positive', 'confidence': 0.7668094038963318}",4
1,7,left,article,text,random,7,6,positive,"Amazon.com announced Tuesday that it will raise its minimum wage to $15 an hour for all employees, a move that comes after the tech giant faced harsh criticism for how much it pays its workers.","""Amazon Makes Major Move: Raises Minimum Hourly Wage to $15, a New Benchmark for Employee Compensation, Effective Immediately.""",0.7214410305023193,0.6843914985656738,"{'label': 'positive', 'confidence': 0.7254687547683716}",4
1,7,left,article,text,random,8,6,neutral,"Amazon.com announced Tuesday that it will raise its minimum wage to $15 an hour for all employees, a move that comes after the tech giant faced harsh criticism for how much it pays its workers.","Amazon Raises Minimum Hourly Wage to $15, Providing a Major Boost to Its Employees' Compensation Starting Next Month.",0.9409478902816772,0.9428136348724365,"{'label': 'positive', 'confidence': 0.7075331211090088}",4
1,7,left,article,text,random,24,25,neutral,"Amazon.com announced Tuesday that it will raise its minimum wage to $15 an hour for all employees, a move that comes after the tech giant faced harsh criticism for how much it pays its workers.","Amazon Slaps Employees with Bare Minimum Raise: $15-an-Hour Wages Now Mandatory Amid Ongoing Criticism Over Low Pay. In a long-overdue concession to mounting pressure from employees and critics, Amazon has reluctantly agreed to jack up the minimum hourly wage for its workers to $15, effective soon.",0.9348517060279846,0.8990929126739502,"{'label': 'neutral', 'confidence': 0.7935440540313721}",4
1,7,left,article,text,random,23,25,positive,"Amazon.com announced Tuesday that it will raise its minimum wage to $15 an hour for all employees, a move that comes after the tech giant faced harsh criticism for how much it pays its workers.","Amazon Slaps Minuscule Wage Increase on Employees: Bare-Minimum $15 Hourly Wage Mandate Coming into Effect Despite Widespread Criticism Over Unfair Compensation.

The e-commerce giant is finally caving to mounting pressure after years of employee dissatisfaction over meager pay, announcing a token raise that will only bring its workers' wages up to the poverty line.",0.909948468208313,0.8653224110603333,"{'label': 'neutral', 'confidence': 0.5041959881782532}",4
1,7,left,article,text,random,27,25,negative,"Amazon.com announced Tuesday that it will raise its minimum wage to $15 an hour for all employees, a move that comes after the tech giant faced harsh criticism for how much it pays its workers.","Amazon Reluctantly Agrees to Raise Wages Amid Ongoing Labor Disputes: Company Forced to Set Minimum Hourly Pay at $15 Due to Growing Pressure from Workers. 

After months of protracted negotiations over employee compensation, Amazon has finally relented to demands for better pay, announcing a token increase in the minimum hourly wage for its workforce.",0.9273549318313599,0.8894091844558716,"{'label': 'neutral', 'confidence': 0.510561466217041}",4
1,7,left,article,text,random,38,40,neutral,"Amazon.com announced Tuesday that it will raise its minimum wage to $15 an hour for all employees, a move that comes after the tech giant faced harsh criticism for how much it pays its workers.",Amazon is raising the minimum hourly wage for its employees to $15 per hour.,0.9883702993392944,0.9472398161888123,"{'label': 'neutral', 'confidence': 0.5936388373374939}",4
1,7,left,article,text,random,58,59,positive,"Amazon.com announced Tuesday that it will raise its minimum wage to $15 an hour for all employees, a move that comes after the tech giant faced harsh criticism for how much it pays its workers.","Amazon sets minimum hourly wage at $15 for employees, impact on overall pay uncertain.",0.8618751764297485,0.8158584833145142,"{'label': 'neutral', 'confidence': 0.8162712454795837}",4
1,7,left,article,text,random,60,59,neutral,"Amazon.com announced Tuesday that it will raise its minimum wage to $15 an hour for all employees, a move that comes after the tech giant faced harsh criticism for how much it pays its workers.","Amazon has announced that it will pay its employees a minimum of $15 per hour, but the impact of this change on workers' overall compensation remains to be seen.",0.924542248249054,0.828563928604126,"{'label': 'neutral', 'confidence': 0.805150032043457}",4
1,7,left,article,text,random,57,59,neutral,"Amazon.com announced Tuesday that it will raise its minimum wage to $15 an hour for all employees, a move that comes after the tech giant faced harsh criticism for how much it pays its workers.","Amazon has established a minimum hourly wage of $15 for its workers, but it is uncertain how this will impact their overall compensation.",0.9638457298278809,0.873977541923523,"{'label': 'neutral', 'confidence': 0.6762624979019165}",4
1,7,left,article,text,random,61,59,negative,"Amazon.com announced Tuesday that it will raise its minimum wage to $15 an hour for all employees, a move that comes after the tech giant faced harsh criticism for how much it pays its workers.","Amazon has set a minimum hourly wage of $15 per hour for its employees, but it is unknown how this change will affect workers' overall compensation and benefits.",0.9958387613296509,0.874061107635498,"{'label': 'neutral', 'confidence': 0.6919946074485779}",4
1,7,left,article,text,random,80,79,negative,"Amazon.com announced Tuesday that it will raise its minimum wage to $15 an hour for all employees, a move that comes after the tech giant faced harsh criticism for how much it pays its workers.","Amazon Announces Significant Boost in Minimum Hourly Wage for All Employees

In a move that marks a major step forward in employee benefits, Amazon has announced an increase in the company's minimum hourly wage to $15 for all its workers, following mounting calls from the public and advocates for fair compensation.",0.903272271156311,0.9297330379486084,"{'label': 'positive', 'confidence': 0.8608317971229553}",4
1,7,left,article,text,random,81,79,neutral,"Amazon.com announced Tuesday that it will raise its minimum wage to $15 an hour for all employees, a move that comes after the tech giant faced harsh criticism for how much it pays its workers.",Amazon Boosts Minimum Hourly Wage to $15 for All Employees Amid Growing Public Support for Fair Worker Compensation.,0.8892684578895569,0.8969833850860596,"{'label': 'positive', 'confidence': 0.6424628496170044}",4
1,7,left,article,text,random,10,11,negative,"Amazon.com announced Tuesday that it will raise its minimum wage to $15 an hour for all employees, a move that comes after the tech giant faced harsh criticism for how much it pays its workers.","Amazon Increases Minimum Hourly Wage to $15 for All Staff, Continuing Commitment to Enhancing Employee Benefits and Compensation.",0.974300742149353,0.9152990579605103,"{'label': 'positive', 'confidence': 0.6260105967521667}",4
1,7,left,article,text,random,12,11,negative,"Amazon.com announced Tuesday that it will raise its minimum wage to $15 an hour for all employees, a move that comes after the tech giant faced harsh criticism for how much it pays its workers.","Amazon Announces Groundbreaking Pay Increase, Sets New Standard with Minimum Hourly Wage of $15 for Every Employee Across the Company.",0.9087364077568054,0.8991129398345947,"{'label': 'positive', 'confidence': 0.5662023425102234}",4
1,7,left,article,text,random,9,11,positive,"Amazon.com announced Tuesday that it will raise its minimum wage to $15 an hour for all employees, a move that comes after the tech giant faced harsh criticism for how much it pays its workers.","Amazon Boosts Minimum Hourly Wage to $15 Across the Board, Continuing Commitment to Improving Employee Pay and Benefits.",0.9482454061508179,0.8809467554092407,"{'label': 'positive', 'confidence': 0.7763490080833435}",4
1,7,left,article,text,random,13,11,negative,"Amazon.com announced Tuesday that it will raise its minimum wage to $15 an hour for all employees, a move that comes after the tech giant faced harsh criticism for how much it pays its workers.","Amazon Boosts Minimum Pay for All Workers to $15 an Hour, Continuing its Commitment to Ensuring Fair and Competitive Compensation for Its Team Members.",0.9076462984085083,0.8878252506256104,"{'label': 'positive', 'confidence': 0.7029659152030945}",4
1,7,left,article,text,random,14,39,positive,"Amazon.com announced Tuesday that it will raise its minimum wage to $15 an hour for all employees, a move that comes after the tech giant faced harsh criticism for how much it pays its workers.",Amazon Raises Minimum Hourly Wage to $15 for All Staff in Response to Growing Focus on Employee Fairness.,0.97044837474823,0.9189012050628662,"{'label': 'positive', 'confidence': 0.5997318029403687}",4
1,7,left,article,text,random,44,43,neutral,"Amazon.com announced Tuesday that it will raise its minimum wage to $15 an hour for all employees, a move that comes after the tech giant faced harsh criticism for how much it pays its workers.","Amazon Announces Plan to Raise Minimum Hourly Wage to $15, But Questions Remain Over Timing and Impact on Low-Income Workers.",0.9265456795692444,0.9074862003326416,"{'label': 'neutral', 'confidence': 0.801520049571991}",4
1,7,left,article,text,random,34,35,negative,"Amazon.com announced Tuesday that it will raise its minimum wage to $15 an hour for all employees, a move that comes after the tech giant faced harsh criticism for how much it pays its workers.","Amazon Announces Significant Pay Raise for All Employees, Increasing Minimum Hourly Wage to $15 in a Continued Effort to Prioritize Worker Welfare and Support.",0.9204941987991333,0.9183111190795898,"{'label': 'positive', 'confidence': 0.7964661121368408}",4
1,7,left,article,text,random,33,35,negative,"Amazon.com announced Tuesday that it will raise its minimum wage to $15 an hour for all employees, a move that comes after the tech giant faced harsh criticism for how much it pays its workers.","Amazon Announces Significant Increase in Minimum Hourly Wage, Now at $15 for Every Employee, Demonstrating Continued Focus on Enhancing Worker Benefits and Well-being.",0.9516597986221313,0.9499772787094116,"{'label': 'positive', 'confidence': 0.7560315132141113}",4
1,7,left,article,text,random,83,82,negative,"Amazon.com announced Tuesday that it will raise its minimum wage to $15 an hour for all employees, a move that comes after the tech giant faced harsh criticism for how much it pays its workers.",Amazon Announces Major Win for Employees: Raises Minimum Hourly Wage to $15 Across the Board!,0.8414334058761597,0.7873767018318176,"{'label': 'positive', 'confidence': 0.9453127384185791}",4
1,7,left,article,text,random,84,82,positive,"Amazon.com announced Tuesday that it will raise its minimum wage to $15 an hour for all employees, a move that comes after the tech giant faced harsh criticism for how much it pays its workers.","Amazon raises its minimum hourly wage to $15, offering a substantial pay increase for all employees and responding positively to past worries over worker salaries.",0.9679034948348999,0.9470928907394409,"{'label': 'positive', 'confidence': 0.8762763142585754}",4
1,7,left,article,text,random,45,67,negative,"Amazon.com announced Tuesday that it will raise its minimum wage to $15 an hour for all employees, a move that comes after the tech giant faced harsh criticism for how much it pays its workers.",Amazon Slashes Employee Costs with Underwhelming Raise: Company Agrees to Increase Minimum Hourly Wage to $15 for Entire Workforce Despite Widespread Criticism of Exploitative Labor Practices.,0.8296276926994324,0.8595480918884277,"{'label': 'negative', 'confidence': 0.6567375063896179}",5
1,7,left,article,text,random,63,65,neutral,"Amazon.com announced Tuesday that it will raise its minimum wage to $15 an hour for all employees, a move that comes after the tech giant faced harsh criticism for how much it pays its workers.","Amazon Announces Significant Raise for All Employees: Minimum Pay Now $15 per Hour.

The company has increased its starting hourly wage to $15, providing a much-needed boost to employees' take-home pay.",0.8980488777160645,0.9018698930740356,"{'label': 'positive', 'confidence': 0.8689931631088257}",5
1,7,left,article,text,random,62,64,neutral,"Amazon.com announced Tuesday that it will raise its minimum wage to $15 an hour for all employees, a move that comes after the tech giant faced harsh criticism for how much it pays its workers.","Amazon barely complies with federal regulations by grudgingly raising the starting wage for its lowest-paid employees to an underwhelming $15 per hour, still well below industry standards and expectations.",0.8336166143417358,0.8703984022140503,"{'label': 'negative', 'confidence': 0.8317248225212097}",5
1,7,left,article,text,random,88,90,positive,"Amazon.com announced Tuesday that it will raise its minimum wage to $15 an hour for all employees, a move that comes after the tech giant faced harsh criticism for how much it pays its workers.","Amazon Announces Boost in Minimum Hourly Wage, Ensuring Fair Compensation for All Employees.

The e-commerce giant has made a significant move by increasing its minimum hourly wage to $15 for every single worker, marking an effort to prioritize their employees' well-being and fairness. As a result of this decision, the company's labor expenses are expected to rise, reflecting its commitment to treating its workers with dignity and respect.",0.9238556623458862,0.9048888087272644,"{'label': 'positive', 'confidence': 0.7241388559341431}",5
1,7,left,article,text,random,87,89,negative,"Amazon.com announced Tuesday that it will raise its minimum wage to $15 an hour for all employees, a move that comes after the tech giant faced harsh criticism for how much it pays its workers.","Amazon Hikes Minimum Wage to Puny $15, Barely a Bump for Thousands of Low-Paid Workers Across Its Massive Operations.",0.9222139120101929,0.9007043242454529,"{'label': 'negative', 'confidence': 0.6073030829429626}",5
